slate_date,slate_label,selection,matchup,game_time,market,recommended_side,recommendation,expected_count,reference_line,line_gap,probability_over,model_probability,confidence,projection_note,status,generated_at
2026-06-10,"June 10, 2026",JJ Wetherholt,St. Louis Cardinals at New York Mets,7:10 PM ET,batter_total_bases,Over,Over 1.5 TB,1.6333392940032407,1.5,0.13333929400324074,0.48577098570614796,0.48577098570614796,4.3,Lineup unconfirmed · reference over 1.5 TB,Batter watch,2026-06-10T17:00:54+0000
2026-06-10,"June 10, 2026",Zach Neto,Houston Astros at Los Angeles Angels,9:38 PM ET,batter_total_bases,Over,Over 1.5 TB,1.6214744984390255,1.5,0.12147449843902547,0.481977993123091,0.481977993123091,3.9,Lineup unconfirmed · reference over 1.5 TB,Batter watch,2026-06-10T17:00:54+0000
2026-06-10,"June 10, 2026",Vladimir Guerrero Jr.,Philadelphia Phillies at Toronto Blue Jays,7:07 PM ET,batter_total_bases,Over,Over 1.5 TB,1.617297034639727,1.5,0.11729703463972707,0.48063840084275355,0.48063840084275355,3.8,Lineup unconfirmed · reference over 1.5 TB,Batter watch,2026-06-10T17:00:54+0000
2026-06-10,"June 10, 2026",MacKenzie Gore,Texas Rangers at Kansas City Royals,7:40 PM ET,pitcher_strikeouts,Under,Under 4.5 K,4.654128029789053,4.5,0.15412802978905304,0.4968798305866541,0.5031201694133459,3.1,Probable starter · model vs reference 4.5 K,Probable starter,2026-06-10T17:00:54+0000
2026-06-10,"June 10, 2026",Elly De La Cruz,Cincinnati Reds at San Diego Padres,4:10 PM ET,batter_total_bases,Over,Over 1.5 TB,1.5809347311118125,1.5,0.08093473111181249,0.4688883939352071,0.4688883939352071,2.6,Lineup unconfirmed · reference over 1.5 TB,Batter watch,2026-06-10T17:00:54+0000
2026-06-10,"June 10, 2026",Jarren Duran,Boston Red Sox at Tampa Bay Rays,1:10 PM ET,batter_total_bases,Over,Over 1.5 TB,1.5539098393965718,1.5,0.05390983939657179,0.46005304953725423,0.46005304953725423,1.7,Lineup unconfirmed · reference over 1.5 TB,Batter watch,2026-06-10T17:00:54+0000
2026-06-10,"June 10, 2026",Sal Stewart,Cincinnati Reds at San Diego Padres,4:10 PM ET,batter_total_bases,Over,Over 1.5 TB,1.5423299501754544,1.5,0.04232995017545438,0.45624091375966913,0.45624091375966913,1.4,Lineup unconfirmed · reference over 1.5 TB,Batter watch,2026-06-10T17:00:54+0000
2026-06-10,"June 10, 2026",Mike Trout,Houston Astros at Los Angeles Angels,9:38 PM ET,batter_total_bases,Over,Over 1.5 TB,1.5301626242252904,1.5,0.03016262422529037,0.4522186375089412,0.4522186375089412,1,Lineup unconfirmed · reference over 1.5 TB,Batter watch,2026-06-10T17:00:54+0000
2026-06-10,"June 10, 2026",Willson Contreras,Boston Red Sox at Tampa Bay Rays,1:10 PM ET,batter_total_bases,Over,Over 1.5 TB,1.5208141558591823,1.5,0.020814155859182337,0.44911666683560747,0.44911666683560747,0.7,Lineup unconfirmed · reference over 1.5 TB,Batter watch,2026-06-10T17:00:54+0000
2026-06-10,"June 10, 2026",Fernando Tatis Jr.,Cincinnati Reds at San Diego Padres,4:10 PM ET,batter_total_bases,Over,Over 1.5 TB,1.5192595695269309,1.5,0.019259569526930864,0.44859986347416114,0.44859986347416114,0.6,Lineup unconfirmed · reference over 1.5 TB,Batter watch,2026-06-10T17:00:54+0000
2026-06-10,"June 10, 2026",Ernie Clement,Philadelphia Phillies at Toronto Blue Jays,7:07 PM ET,batter_total_bases,Over,Over 1.5 TB,1.5072257915947207,1.5,0.0072257915947206985,0.4445901181837939,0.4445901181837939,0.2,Lineup unconfirmed · reference over 1.5 TB,Batter watch,2026-06-10T17:00:54+0000
2026-06-10,"June 10, 2026",Eugenio Suárez,Cincinnati Reds at San Diego Padres,4:10 PM ET,batter_total_bases,Over,Over 1.5 TB,1.507104482106356,1.5,0.007104482106355947,0.4445496137926458,0.4445496137926458,0.2,Lineup unconfirmed · reference over 1.5 TB,Batter watch,2026-06-10T17:00:54+0000
2026-06-10,"June 10, 2026",Trea Turner,Philadelphia Phillies at Toronto Blue Jays,7:07 PM ET,batter_total_bases,Over,Over 1.5 TB,1.5031512832531169,1.5,0.0031512832531168655,0.44322876460050376,0.44322876460050376,0.1,Lineup unconfirmed · reference over 1.5 TB,Batter watch,2026-06-10T17:00:54+0000
2026-06-10,"June 10, 2026",Jose Altuve,Houston Astros at Los Angeles Angels,9:38 PM ET,batter_total_bases,Over,Over 1.5 TB,1.248176230588033,1.5,-0.25182376941196694,0.35471093980673085,0.35471093980673085,0,Lineup unconfirmed · reference over 1.5 TB,Batter watch,2026-06-10T17:00:54+0000
2026-06-10,"June 10, 2026",Nick Castellanos,Cincinnati Reds at San Diego Padres,4:10 PM ET,batter_total_bases,Over,Over 1.5 TB,1.0864186968004053,1.5,-0.41358130319959474,0.2959948748564626,0.2959948748564626,0,Lineup unconfirmed · reference over 1.5 TB,Batter watch,2026-06-10T17:00:54+0000
2026-06-10,"June 10, 2026",Travis d'Arnaud,Houston Astros at Los Angeles Angels,9:38 PM ET,batter_total_bases,Over,Over 1.5 TB,1.0051068726761165,1.5,-0.49489312732388346,0.2661198229779711,0.2661198229779711,0,Lineup unconfirmed · reference over 1.5 TB,Batter watch,2026-06-10T17:00:54+0000
2026-06-10,"June 10, 2026",Christian Vázquez,Houston Astros at Los Angeles Angels,9:38 PM ET,batter_total_bases,Over,Over 1.5 TB,0.9635277901419894,1.5,-0.5364722098580106,0.25082677100296275,0.25082677100296275,0,Lineup unconfirmed · reference over 1.5 TB,Batter watch,2026-06-10T17:00:54+0000
2026-06-10,"June 10, 2026",Jack Perkins,Milwaukee Brewers at Athletics,9:05 PM ET,pitcher_strikeouts,NA,NA 4.5 K,NA,4.5,NA,NA,NA,NA,Probable starter · model vs reference 4.5 K,Probable starter,2026-06-10T17:00:54+0000
2026-06-10,"June 10, 2026",Brandon Sproat,Milwaukee Brewers at Athletics,9:05 PM ET,pitcher_strikeouts,NA,NA 4.5 K,NA,4.5,NA,NA,NA,NA,Probable starter · model vs reference 4.5 K,Probable starter,2026-06-10T17:00:54+0000
2026-06-10,"June 10, 2026",Christian Yelich,Milwaukee Brewers at Athletics,9:05 PM ET,batter_total_bases,Over,Over 1.5 TB,NA,1.5,NA,NA,NA,NA,Lineup unconfirmed · reference over 1.5 TB,Batter watch,2026-06-10T17:00:54+0000
2026-06-10,"June 10, 2026",Gary Sánchez,Milwaukee Brewers at Athletics,9:05 PM ET,batter_total_bases,Over,Over 1.5 TB,NA,1.5,NA,NA,NA,NA,Lineup unconfirmed · reference over 1.5 TB,Batter watch,2026-06-10T17:00:54+0000
2026-06-10,"June 10, 2026",Jake Bauers,Milwaukee Brewers at Athletics,9:05 PM ET,batter_total_bases,Over,Over 1.5 TB,NA,1.5,NA,NA,NA,NA,Lineup unconfirmed · reference over 1.5 TB,Batter watch,2026-06-10T17:00:54+0000
2026-06-10,"June 10, 2026",Jonah Heim,Milwaukee Brewers at Athletics,9:05 PM ET,batter_total_bases,Over,Over 1.5 TB,NA,1.5,NA,NA,NA,NA,Lineup unconfirmed · reference over 1.5 TB,Batter watch,2026-06-10T17:00:54+0000
2026-06-10,"June 10, 2026",Jeff McNeil,Milwaukee Brewers at Athletics,9:05 PM ET,batter_total_bases,Over,Over 1.5 TB,NA,1.5,NA,NA,NA,NA,Lineup unconfirmed · reference over 1.5 TB,Batter watch,2026-06-10T17:00:54+0000
